subject_idx,gain_val,loss_val,choice_val,auc_val,RT,x-flip
2,14.0,19.25,0,0.2745,624.0,4.0
2,5.0,8.75,0,0.2061,905.0,2.0
2,15.0,28.125,0,0.033,639.0,4.0
2,10.0,6.25,0,-0.1108,780.0,5.0
2,14.0,8.75,0,0.0227,905.0,6.0
2,15.0,30.0,0,0.0039,811.0,2.0
2,10.0,20.0,0,-0.0657,842.0,4.0
2,9.0,2.25,1,0.2542,624.0,9.0
2,10.0,5.0,1,0.2425,717.0,7.0
2,14.0,24.5,0,2.673,873.0,3.0
2,16.0,24.0,0,0.0859,905.0,4.0
2,4.0,4.5,0,-0.018,1123.0,4.0
2,16.0,22.0,0,-0.0169,655.0,3.0
2,9.0,7.875,0,0.1386,858.0,4.0
2,4.0,5.0,0,-0.2342,889.0,8.0
2,4.0,6.0,0,-0.0101,640.0,2.0
2,14.0,15.75,0,0.0488,780.0,4.0
2,15.0,26.25,0,0.41,780.0,6.0
2,2.0,0.5,1,0.1585,1279.0,12.0
2,12.0,7.5,0,-0.1118,795.0,7.0
2,16.0,26.0,1,-0.0476,858.0,10.0
2,6.0,3.0,0,1.8616,1373.0,14.0
2,15.0,20.625,0,0.2054,952.0,2.0
2,8.0,3.0,0,0.0948,921.0,2.0
2,6.0,3.75,1,-0.3716,889.0,9.0
2,14.0,7.0,1,-0.3607,843.0,6.0
2,9.0,14.625,1,-0.152,967.0,9.0
2,14.0,17.5,0,-0.1505,655.0,4.0
2,16.0,28.0,0,0.1706,780.0,2.0
2,10.0,13.75,0,0.3141,780.0,5.0
2,10.0,12.5,0,-0.0182,640.0,4.0
2,16.0,4.0,0,0.052,733.0,2.0
2,2.0,3.25,0,-0.0057,1560.0,8.0
2,6.0,12.0,1,0.0757,873.0,5.0
2,6.0,9.75,0,0.0923,873.0,2.0
2,2.0,1.5,0,0.3945,671.0,5.0
2,10.0,2.5,0,0.1853,733.0,5.0
2,9.0,11.25,0,-0.0272,936.0,6.0
2,16.0,8.0,1,0.2028,670.0,8.0
2,14.0,28.0,1,0.084,936.0,9.0
2,6.0,11.25,0,0.1776,905.0,7.0
2,16.0,32.0,0,0.2134,656.0,4.0
2,6.0,2.25,1,-0.1141,593.0,5.0
2,8.0,12.0,1,0.2017,671.0,3.0
2,5.0,3.125,0,-0.0547,546.0,2.0
2,12.0,22.5,1,0.0621,921.0,4.0
2,12.0,16.5,0,0.0238,842.0,2.0
2,2.0,3.0,0,-0.0246,811.0,2.0
2,16.0,18.0,0,0.064,561.0,4.0
2,5.0,8.125,0,0.1984,827.0,4.0
2,2.0,1.0,0,0.2536,748.0,6.0
2,6.0,7.5,1,0.2057,764.0,2.0
2,8.0,8.0,1,0.1682,639.0,3.0
2,16.0,10.0,1,0.1124,1482.0,8.0
2,10.0,18.75,1,0.0318,764.0,7.0
2,2.0,2.25,0,0.3692,687.0,5.0
2,14.0,26.25,0,-0.0605,671.0,4.0
2,12.0,24.0,0,0.1726,702.0,2.0
2,16.0,20.0,0,0.1435,936.0,4.0
2,2.0,3.5,0,0.1865,718.0,2.0
2,5.0,4.375,0,0.061,640.0,2.0
2,2.0,0.75,0,0.0575,624.0,4.0
2,12.0,19.5,0,0.0896,734.0,4.0
2,15.0,13.125,1,-0.0479,655.0,16.0
2,10.0,17.5,0,-0.004,795.0,6.0
2,15.0,18.75,0,0.0952,1170.0,8.0
2,16.0,14.0,1,-0.0637,593.0,11.0
2,9.0,18.0,0,-0.0152,687.0,2.0
2,8.0,2.0,1,-0.0108,702.0,5.0
2,6.0,6.75,0,0.333,655.0,2.0
2,9.0,12.375,1,0.2435,686.0,4.0
2,4.0,7.5,0,-0.0482,921.0,6.0
2,16.0,12.0,0,0.1166,749.0,2.0
2,10.0,7.5,0,0.1945,578.0,4.0
2,15.0,16.875,0,3.3612,983.0,5.0
2,9.0,3.375,0,0.0683,749.0,4.0
2,15.0,7.5,1,3.4813,1217.0,4.0
2,4.0,1.0,1,0.3327,874.0,5.0
2,9.0,15.75,0,1.2106,671.0,8.0
2,12.0,12.0,0,0.0635,749.0,12.0
2,5.0,5.0,0,0.1593,686.0,6.0
2,4.0,8.0,0,0.055,609.0,2.0
2,9.0,4.5,0,-0.0669,608.0,2.0
2,12.0,6.0,0,0.1071,640.0,10.0
2,5.0,1.25,1,0.2164,826.0,7.0
2,6.0,9.0,1,-0.2485,764.0,4.0
2,2.0,1.25,0,0.1044,780.0,6.0
2,8.0,15.0,0,0.0114,780.0,8.0
2,10.0,11.25,0,0.227,718.0,2.0
2,10.0,10.0,0,0.037,734.0,2.0
2,12.0,18.0,0,0.0153,609.0,6.0
2,16.0,16.0,0,0.0873,780.0,8.0
2,4.0,3.5,0,-0.0339,733.0,2.0
2,8.0,11.0,1,-0.1494,733.0,3.0
2,14.0,3.5,1,0.1657,671.0,7.0
2,16.0,6.0,1,0.1883,639.0,5.0
2,2.0,2.75,1,-0.1527,577.0,8.0
2,14.0,10.5,0,0.1448,624.0,2.0
2,12.0,3.0,0,0.1457,1451.0,6.0
2,12.0,15.0,0,0.0703,734.0,2.0
2,5.0,2.5,0,0.1639,624.0,5.0
2,8.0,5.0,1,0.0905,655.0,4.0
2,5.0,1.875,1,-0.0344,702.0,2.0
2,16.0,30.0,1,-0.0731,1092.0,7.0
2,10.0,15.0,0,0.0871,858.0,2.0
2,5.0,10.0,0,0.1152,796.0,4.0
2,8.0,4.0,0,-0.097,920.0,2.0
2,12.0,4.5,1,2.3793,1170.0,8.0
2,4.0,6.5,0,-0.1071,733.0,2.0
2,4.0,7.0,0,-0.0396,827.0,4.0
2,15.0,22.5,0,0.0435,718.0,2.0
2,2.0,1.75,0,-0.0127,624.0,4.0
2,6.0,10.5,0,-0.1553,717.0,8.0
2,15.0,15.0,1,0.0153,1170.0,8.0
2,8.0,16.0,0,-0.1247,780.0,5.0
2,4.0,2.5,1,0.0204,890.0,8.0
2,12.0,9.0,0,-0.0397,796.0,6.0
2,8.0,7.0,1,0.006,1092.0,6.0
2,8.0,10.0,1,-0.5026,889.0,8.0
2,15.0,5.625,0,-0.0416,780.0,2.0
2,15.0,3.75,1,-0.0582,655.0,4.0
2,9.0,6.75,0,-0.0407,843.0,4.0
2,9.0,16.875,1,0.1116,561.0,2.0
2,15.0,11.25,0,0.0237,718.0,4.0
2,4.0,1.5,0,0.0232,812.0,4.0
2,10.0,16.25,0,0.0008,733.0,2.0
2,12.0,10.5,1,0.2334,1482.0,8.0
2,8.0,14.0,0,-0.0111,842.0,6.0
2,4.0,2.0,1,0.9571,796.0,15.0
2,10.0,8.75,0,0.3871,718.0,6.0
2,14.0,12.25,1,0.13,577.0,4.0
2,9.0,13.5,0,0.0637,671.0,2.0
2,12.0,13.5,1,0.0919,702.0,4.0
2,15.0,9.375,1,-0.0245,796.0,4.0
2,6.0,8.25,1,-0.0369,858.0,4.0
2,9.0,5.625,0,0.2206,671.0,11.0
2,14.0,14.0,0,-0.2636,733.0,8.0
2,2.0,2.5,0,-0.0022,764.0,2.0
3,16.0,6.0,1,1.196,2667.0,8.0
3,4.0,2.0,1,4.6638,2449.0,13.0
3,12.0,13.5,0,2.3129,3058.0,7.0
3,4.0,3.0,0,0.2863,2152.0,8.0
3,12.0,3.0,1,0.1072,1685.0,10.0
3,14.0,24.5,0,1.8677,1607.0,5.0
3,15.0,22.5,0,2.7802,1544.0,9.0
3,5.0,6.25,0,0.2575,1966.0,9.0
3,5.0,4.375,0,2.2903,1840.0,9.0
3,16.0,14.0,0,1.8522,1498.0,12.0
3,8.0,12.0,0,0.0368,1653.0,6.0
3,8.0,2.0,1,2.8453,1217.0,10.0
3,12.0,19.5,0,0.0938,1404.0,8.0
3,4.0,5.0,0,0.5748,1185.0,7.0
3,6.0,9.75,0,-0.0287,1264.0,6.0
3,12.0,6.0,1,2.1396,1326.0,9.0
3,5.0,6.875,0,0.4306,1295.0,9.0
3,15.0,9.375,0,0.3027,1123.0,5.0
3,8.0,9.0,0,0.1695,1170.0,8.0
3,16.0,32.0,0,0.4612,1263.0,7.0
3,2.0,2.5,0,4.3191,1810.0,8.0
3,16.0,12.0,0,0.0601,1435.0,6.0
3,5.0,1.875,1,3.2214,1436.0,6.0
3,10.0,2.5,1,0.0074,1170.0,4.0
3,4.0,4.0,0,3.9268,1826.0,8.0
3,14.0,8.75,0,3.1174,1966.0,8.0
3,12.0,7.5,0,2.7869,1731.0,5.0
3,2.0,4.0,0,3.4281,1560.0,4.0
3,8.0,7.0,1,0.1176,1326.0,5.0
3,4.0,3.5,0,0.6302,1514.0,10.0
3,16.0,18.0,0,2.5532,1404.0,13.0
3,9.0,9.0,1,0.129,1170.0,7.0
3,8.0,6.0,1,0.0925,1466.0,10.0
3,9.0,18.0,0,0.0508,1170.0,4.0
3,12.0,12.0,1,0.0357,1248.0,6.0
3,12.0,4.5,1,0.1242,1872.0,11.0
3,10.0,3.75,1,-0.1299,1170.0,16.0
3,14.0,17.5,0,2.3761,1591.0,8.0
3,4.0,7.0,0,0.4044,1185.0,7.0
3,10.0,20.0,0,-0.6558,1466.0,9.0
3,6.0,3.75,1,0.0296,904.0,6.0
3,14.0,21.0,0,2.9703,1264.0,7.0
3,2.0,2.75,0,3.1352,1498.0,6.0
3,12.0,22.5,0,-0.0661,1201.0,11.0
3,5.0,2.5,1,-0.0261,1029.0,4.0
3,15.0,5.625,1,0.0117,1060.0,2.0
3,15.0,11.25,1,0.8801,1560.0,8.0
3,4.0,7.5,1,0.0999,1279.0,6.0
3,8.0,11.0,0,3.2071,2449.0,10.0
3,10.0,6.25,1,0.0719,1357.0,6.0
3,5.0,10.0,0,0.072,1155.0,5.0
3,2.0,1.25,1,-0.0772,1248.0,4.0
3,9.0,14.625,0,2.8735,1653.0,7.0
3,9.0,7.875,1,0.4297,1591.0,16.0
3,6.0,1.5,1,-0.0704,1310.0,8.0
3,15.0,26.25,0,-0.0497,1092.0,7.0
3,9.0,12.375,0,2.8194,1513.0,5.0
3,8.0,14.0,0,-0.0123,1076.0,8.0
3,9.0,3.375,1,-0.2497,1014.0,6.0
3,9.0,16.875,0,1.0331,1419.0,9.0
3,15.0,28.125,0,3.7646,1497.0,11.0
3,10.0,5.0,1,0.3617,1123.0,11.0
